gender,age_group,education_level,race_ethnicity,religion_level,income_bracket,job_status,individual_first_vote,individual_final_vote,group_first_vote_guilty,group_first_vote_not_guilty,group_first_vote_undecided,group_final_vote_guilty,group_final_vote_not_guilty,group_final_vote_undecided,site,case_id,num_victims,defendant_gender,defendant_race_ethnicity,defendant_representation,victim_gender,victim_race_ethnicity,victim_relationship,defendant_criminal_history_known,sentencing_possibilities_known,case_type,total_counts,total_convictions,total_acquittals,total_hung_counts,sentence_range
Female,26-35,College graduate,NA,NA,NA,NA,Undecided,Guilty,12,0,NA,12,0,NA,Los Angeles,10,0,Male,"Black, non-Hispanic",Pro se,NA,NA,Relationship not known,No,No,Drugs: possession,2,2,0,0,<1 year
Female,36-45,Some college,White/Caucasian,Very religious,"Over $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,46-55,High school graduate,Black/African American,Very religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,26-35,Less than high school,White/Hispanic,Religious,"$10,000 - $19,999",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,26-35,Some college,Black/African American,Religious,"Over $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,56-65,College graduate,White/Hispanic,Religious,"$40,000 - $49,999",Student,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,46-55,Some college,White/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,36-45,College graduate,Asian/Pacific Islander,Religious,"Over $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,56-65,College graduate,Black/African American,Religious,"$50,000 - $75,000",Employed part time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Male,Over 65,Post-graduate work,White/Caucasian,Neither,"$20,000 - $29,999",Student,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,26-35,Post-graduate work,White/Caucasian,Very non-religious,"$40,000 - $49,999",Employed part time,Guilty,Guilty,12,0,0,12,0,0,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,46-55,High school graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,26-35,Less than high school,White/Hispanic,Religious,"$20,000 - $29,999",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Female,18-25,Some college,NA,Religious,"$50,000 - $75,000","Unemployed, and a student",Not Guilty,Guilty,NA,NA,NA,11,1,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
NA,NA,NA,NA,NA,NA,NA,Guilty,NA,7,NA,NA,7,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
Female,18-25,College graduate,White/Caucasian,Neither,"$50,000 - $75,000","Unemployed, and a student",Not Guilty,Guilty,NA,NA,NA,12,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
NA,36-45,NA,White/Hispanic,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,5,4,3,11,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
NA,NA,NA,NA,NA,NA,NA,Guilty,Guilty,0,0,0,0,0,0,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
Female,46-55,High school graduate,NA,NA,NA,NA,Guilty,Guilty,NA,NA,NA,12,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
NA,NA,NA,NA,NA,NA,NA,Undecided,Guilty,6,5,1,12,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
NA,NA,NA,NA,NA,NA,NA,Guilty,Guilty,6,3,3,12,0,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
NA,NA,NA,NA,NA,NA,NA,Not Guilty,Guilty,5,5,2,12,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
Male,46-55,Some college,Black/African American,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,5,4,3,12,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
Male,26-35,Some college,Asian/Pacific Islander,Religious,"$40,000 - $49,999",Employed full time,Undecided,Undecided,NA,NA,NA,NA,NA,NA,Los Angeles,12,1,Male,"White, non-Hispanic",Private,NA,Other,None,No,No,Other,1,1,0,0,NA
Female,26-35,Post-graduate work,Asian/Pacific Islander,Somewhat non-religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,2,NA,5,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Male,36-45,High school graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Guilty,Guilty,10,0,2,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Female,46-55,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,NA,NA,NA,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Male,18-25,Some college,White/Hispanic,Somewhat non-religious,"Over $75,000",Employed full time,NA,Guilty,10,NA,2,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Male,56-65,Post-graduate work,White/Caucasian,Neither,"Under $10,000",Student,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Female,36-45,Some college,Black/African American,Religious,"$20,000 - $29,999",Employed full time,Guilty,Guilty,10,2,NA,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Male,Over 65,Some college,White/Caucasian,NA,NA,NA,Guilty,Guilty,10,NA,2,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Male,Over 65,Some college,White/Caucasian,Somewhat non-religious,"$50,000 - $75,000",Student,Guilty,Guilty,10,NA,2,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Female,36-45,High school graduate,White/Hispanic,Very religious,"$50,000 - $75,000",Employed full time,Undecided,Guilty,7,NA,5,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Female,NA,Post-graduate work,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Guilty,NA,10,NA,2,12,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,13,0,Male,"Black, non-Hispanic",Public defender,NA,NA,Relationship not known,Yes,No,Drugs: sale,1,1,0,0,5–10 years
Female,36-45,Some college,White/Caucasian,NA,NA,NA,Guilty,Not Guilty,8,4,NA,10,2,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Male,26-35,College graduate,Asian/Pacific Islander,NA,NA,NA,Guilty,Undecided,4,8,NA,2,10,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Female,36-45,College graduate,White/Hispanic,NA,NA,NA,Not Guilty,Not Guilty,4,8,NA,2,8,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Male,56-65,Some college,White/Hispanic,NA,NA,NA,Guilty,Undecided,NA,NA,NA,2,10,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Female,46-55,Some college,Black/African American,NA,NA,NA,Not Guilty,Not Guilty,1,8,NA,NA,10,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Male,Over 65,Post-graduate work,White/Caucasian,NA,NA,NA,Not Guilty,Not Guilty,4,8,0,2,10,0,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Female,46-55,Post-graduate work,Asian/Pacific Islander,NA,NA,NA,Not Guilty,Not Guilty,4,7,1,2,8,0,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Male,36-45,College graduate,Black/African American,NA,NA,NA,Not Guilty,Not Guilty,4,8,NA,2,10,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Female,46-55,Some college,White/Caucasian,NA,NA,NA,Guilty,Guilty,4,8,NA,2,10,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Male,Over 65,Some college,White/Caucasian,NA,NA,NA,Not Guilty,Not Guilty,4,8,NA,12,NA,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Female,56-65,High school graduate,White/Caucasian,NA,NA,NA,Guilty,Not Guilty,8,3,1,10,2,NA,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Female,56-65,Post-graduate work,White/Caucasian,NA,NA,NA,Not Guilty,Not Guilty,4,7,1,2,10,0,Los Angeles,14,1,Male,"Black, non-Hispanic",Public defender,Male,"White, Hispanic",None,No,No,Robbery,2,0,0,2,NA
Male,26-35,Some college,NA,Very religious,"$20,000 - $29,999",Self-employed,Not Guilty,Not Guilty,1,11,NA,0,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Female,26-35,High school graduate,Asian/Pacific Islander,Neither,"$40,000 - $49,999",Employed full time,Not Guilty,Not Guilty,NA,11,1,NA,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Female,26-35,College graduate,Black/African American,Very religious,"$30,000 - $39,999",Employed full time,Not Guilty,Not Guilty,11,1,NA,0,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Male,36-45,Some college,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Not Guilty,NA,NA,NA,NA,NA,NA,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Female,46-55,Post-graduate work,Black/African American,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,1,11,NA,NA,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Female,36-45,Post-graduate work,White/Hispanic,Very religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,1,11,NA,0,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Female,56-65,Some college,White/Caucasian,Somewhat non-religious,"Over $75,000",Self-employed,Not Guilty,Not Guilty,1,11,NA,NA,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Male,18-25,Some college,White/Hispanic,Neither,"$50,000 - $75,000",Employed part time,Guilty,Guilty,1,11,NA,0,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Female,26-35,Some college,White/Caucasian,Religious,"$30,000 - $39,999",Employed full time,Guilty,Not Guilty,2,10,NA,NA,12,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Female,46-55,Post-graduate work,White/Caucasian,Very religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,11,1,0,12,NA,NA,Los Angeles,17,0,Male,"Black, Hispanic",Private,NA,NA,Relationship not known,NA,No,Drugs: sale,3,1,2,0,NA
Male,26-35,College graduate,Asian/Pacific Islander,Neither,"$50,000 - $75,000",Employed full time,Guilty,Guilty,NA,NA,NA,10,2,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Male,NA,NA,White/Hispanic,Very religious,"$40,000 - $49,999",Employed full time,Guilty,NA,7,5,NA,12,NA,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Male,36-45,Some college,Black/African American,Religious,"Over $75,000",Employed full time,Guilty,Guilty,7,5,NA,12,NA,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Female,56-65,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,5,0,7,12,0,0,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Female,36-45,Post-graduate work,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Not Guilty,Guilty,7,5,0,12,0,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Male,26-35,Some college,White/Hispanic,Very religious,"$20,000 - $29,999",Employed part time,Guilty,Guilty,7,5,NA,2,10,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Male,36-45,Some college,Black/African American,Very religious,"$50,000 - $75,000",Employed full time,Guilty,NA,7,5,NA,12,NA,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Female,46-55,College graduate,White/Caucasian,Religious,"$40,000 - $49,999",Employed full time,Undecided,Guilty,7,0,5,12,0,0,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Female,26-35,High school graduate,White/Hispanic,Religious,"$20,000 - $29,999",Employed full time,Undecided,NA,6,6,NA,6,6,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
NA,56-65,College graduate,White/Hispanic,Religious,"$40,000 - $49,999",Employed full time,Undecided,Not Guilty,7,5,NA,5,5,2,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Female,46-55,College graduate,Asian/Pacific Islander,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,12,NA,NA,12,NA,NA,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Male,36-45,Post-graduate work,White/Caucasian,Very religious,"Over $75,000",Employed full time,Guilty,Guilty,7,0,5,12,0,0,Los Angeles,18,3,Male,"White, Hispanic",Public defender,Male,"White, Hispanic",None,NA,No,Attempted murder,6,4,2,0,Life
Female,56-65,Some college,White/Caucasian,Religious,"Over $75,000","Unemployed, and a student",Guilty,Not Guilty,10,NA,NA,NA,NA,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Female,36-45,College graduate,Black/African American,Religious,"$40,000 - $49,999",Employed full time,Guilty,Not Guilty,12,NA,NA,10,2,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Female,36-45,College graduate,Asian/Pacific Islander,Religious,"$50,000 - $75,000",Employed full time,Guilty,Guilty,NA,NA,NA,NA,NA,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Male,36-45,High school graduate,White/Hispanic,Religious,NA,NA,Guilty,Not Guilty,10,2,1,8,4,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Male,46-55,College graduate,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,11,1,NA,10,2,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Female,36-45,Some college,Nonwhite/Hispanic,Very religious,NA,Employed full time,Undecided,Guilty,NA,NA,NA,8,4,0,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Male,56-65,College graduate,White/Caucasian,Somewhat non-religious,"$40,000 - $49,999",Student,Guilty,Guilty,11,1,NA,12,NA,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Male,26-35,College graduate,White/Caucasian,Somewhat non-religious,"$50,000 - $75,000",Employed full time,Guilty,NA,10,2,NA,10,2,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Female,56-65,Post-graduate work,White/Caucasian,Religious,"Over $75,000",Employed full time,Guilty,Guilty,10,2,0,10,2,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Male,36-45,Less than high school,Nonwhite/Hispanic,Very religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,10,2,NA,10,2,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Female,36-45,College graduate,Black/African American,Very religious,"$30,000 - $39,999",Employed full time,Guilty,Guilty,10,2,NA,10,7,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Male,36-45,College graduate,Asian/Pacific Islander,Neither,"$30,000 - $39,999","Unemployed, seeking employment",Guilty,Guilty,NA,NA,NA,10,2,NA,Los Angeles,19,3,NA,"Black, non-Hispanic",Court-app. private,Male,Other,None,No,No,NA,1,0,1,0,Life
Female,46-55,Some college,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,12,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Female,46-55,Some college,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,12,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,1,0,0,NA
Female,46-55,Some college,White/Caucasian,Neither,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,12,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,56-65,NA,White/Hispanic,Religious,"$50,000 - $75,000",Student,Guilty,Not Guilty,10,2,NA,NA,12,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,56-65,NA,White/Hispanic,Religious,"$50,000 - $75,000",Student,Guilty,Not Guilty,10,2,NA,NA,12,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,1,0,0,NA
Male,56-65,NA,White/Hispanic,Religious,"$50,000 - $75,000",Student,Guilty,Not Guilty,10,2,NA,NA,12,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,26-35,Some college,Nonwhite/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,2,10,NA,NA,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,26-35,Some college,Nonwhite/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,2,10,NA,NA,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,1,0,0,NA
Male,26-35,Some college,Nonwhite/Hispanic,Religious,"$50,000 - $75,000",Employed full time,Not Guilty,Not Guilty,2,10,NA,NA,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,26-35,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,NA,11,1,NA,12,0,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,26-35,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,NA,11,1,NA,12,0,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,1,0,0,NA
Male,26-35,Post-graduate work,White/Caucasian,Religious,"$50,000 - $75,000",Employed full time,Guilty,NA,11,1,NA,12,0,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Female,26-35,College graduate,White/Hispanic,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Guilty,8,4,NA,12,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Female,26-35,College graduate,White/Hispanic,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Guilty,8,4,NA,12,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,1,0,0,NA
Female,26-35,College graduate,White/Hispanic,Religious,"$30,000 - $39,999",Employed full time,Not Guilty,Guilty,8,4,NA,12,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,26-35,College graduate,Asian/Pacific Islander,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Male,26-35,College graduate,Asian/Pacific Islander,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,1,0,0,NA
Male,26-35,College graduate,Asian/Pacific Islander,Religious,"Over $75,000",Employed full time,Not Guilty,Not Guilty,NA,NA,NA,NA,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Female,36-45,College graduate,Asian/Pacific Islander,Religious,NA,Employed full time,Not Guilty,Guilty,NA,NA,NA,12,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Female,36-45,College graduate,Asian/Pacific Islander,Religious,NA,Employed full time,Not Guilty,Guilty,NA,NA,NA,12,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,1,0,0,NA
Female,36-45,College graduate,Asian/Pacific Islander,Religious,NA,Employed full time,Not Guilty,Guilty,NA,NA,NA,12,NA,NA,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
Female,46-55,Some college,White/Hispanic,Religious,"Over $75,000",Employed full time,Not Guilty,Guilty,NA,12,NA,8,3,1,Los Angeles,20,1,Male,"White, Hispanic",Public defender,Male,"Black, non-Hispanic",None,No,No,NA,1,0,1,0,NA
