"gender","age_group","education_level","race_ethnicity","religion_level","income_bracket","job_status","individual_first_vote","individual_final_vote","group_first_vote_guilty","group_first_vote_not_guilty","group_first_vote_undecided","group_final_vote_guilty","group_final_vote_not_guilty","group_final_vote_undecided"
NA,"46-55","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Employed full time","Not Guilty","Guilty",4,7,1,12,NA,NA
"Female","Over 65","Some college","Native American","Somewhat non-religious","$50,000 - $75,000","Student","Guilty","Guilty",10,2,NA,11,1,NA
"Female","36-45","Post-graduate work","Native American","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,0,0,11,1,NA
"Female","26-35","Some college","White/Hispanic","Very religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",12,0,NA,11,1,NA
"Female","36-45","College graduate","Black/African American","Very religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",NA,NA,NA,11,1,NA
"Male","18-25","Some college","Nonwhite/Hispanic","Very religious","$30,000 - $39,999","Employed part time","Guilty","Guilty",NA,NA,NA,11,1,NA
"Male","26-35","College graduate","White/Hispanic","Very non-religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,1,NA,11,1,NA
"Female","26-35","Some college","Nonwhite/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",11,1,NA,11,1,NA
"Female","56-65","Some college","Black/African American","Very religious","$50,000 - $75,000","Employed full time","Undecided",NA,NA,NA,NA,NA,NA,NA
"Male","36-45","Post-graduate work","White/Caucasian","Somewhat non-religious","Over $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,11,1,NA
"Male","36-45","High school graduate","White/Hispanic","Very non-religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",NA,NA,NA,11,1,NA
"Male","26-35","College graduate","Black/African American","Very religious","Over $75,000","Employed full time","Not Guilty","Guilty",9,3,NA,1,1,NA
"Male","46-55","Post-graduate work","White/Caucasian","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",NA,NA,NA,11,1,0
"Male","46-55","High school graduate","Native American","Very religious","$50,000 - $75,000","Employed full time","Undecided",NA,NA,12,NA,12,NA,NA
"Female","46-55","Some college","White/Hispanic",NA,NA,NA,"Guilty",NA,8,NA,3,12,NA,NA
"Male",NA,"High school graduate","Black/African American",NA,NA,NA,"Guilty","Guilty",9,NA,3,11,NA,1
"Male","26-35","College graduate","Native American",NA,NA,NA,"Guilty","Guilty",7,3,NA,12,0,NA
"Male","26-35","Some college","White/Hispanic",NA,NA,NA,"Undecided","Guilty",9,0,3,12,0,0
"Female","56-65","Post-graduate work","White/Hispanic",NA,NA,NA,"Undecided","Guilty",NA,NA,12,12,0,0
"Female","Over 65","High school graduate","White/Hispanic",NA,NA,NA,"Undecided","Guilty",9,NA,3,12,NA,NA
"Male","36-45","College graduate","Nonwhite/Hispanic",NA,NA,NA,"Undecided","Guilty",9,0,3,12,0,0
"Male","36-45","College graduate","White/Hispanic",NA,NA,NA,"Undecided","Guilty",8,0,4,12,0,0
"Male","46-55",NA,"Nonwhite/Hispanic",NA,NA,NA,"Guilty","Guilty",7,0,5,12,0,0
"Female","26-35","Post-graduate work","Native American",NA,NA,NA,"Guilty","Guilty",9,0,3,12,0,0
"Female","36-45","Some college","White/Hispanic",NA,NA,NA,"Undecided","Guilty",7,NA,5,12,0,0
NA,"26-35","College graduate","Native American",NA,NA,NA,"Guilty","Guilty",3,NA,9,12,NA,NA
"Male","56-65","College graduate","White/Caucasian","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",NA,NA,NA,NA,NA,NA
"Female","18-25","Some college",NA,"Religious",NA,"Employed full time","Guilty","Guilty",1,NA,NA,12,NA,NA
"Male","36-45","Post-graduate work","Native American","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Male","46-55","High school graduate","White/Hispanic","Neither","$30,000 - $39,999","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Female","36-45","Some college","Nonwhite/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","26-35","Post-graduate work","Black/African American","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","36-45","Some college","Black/African American","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",NA,NA,NA,NA,NA,NA
"Male","46-55","College graduate","White/Hispanic","Very non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Guilty","Guilty",12,NA,NA,12,NA,NA
"Male","Over 65","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed part time","Guilty","Guilty",10,1,1,12,0,0
"Female","46-55","High school graduate","White/Caucasian","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",NA,1,1,12,NA,NA
"Male","36-45","High school graduate","White/Caucasian","Religious","$30,000 - $39,999","Employed full time","Undecided","Guilty",10,1,1,12,NA,NA
"Male","36-45","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",10,1,1,12,0,0
"Female","18-25","High school graduate","Nonwhite/Hispanic","Neither","$20,000 - $29,999","Employed full time","Guilty","Guilty",10,1,1,12,NA,NA
"Female","46-55","Some college","Black/African American","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",10,1,1,11,NA,1
"Male","46-55","High school graduate",NA,"Neither","Over $75,000","Employed full time","Guilty","Guilty",10,1,1,12,NA,NA
"Female","18-25","College graduate","White/Caucasian","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",10,NA,2,12,NA,NA
"Female","18-25","Some college","Asian/Pacific Islander","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",9,1,2,12,0,0
"Female","56-65","High school graduate","White/Hispanic","Religious","$20,000 - $29,999","Employed full time","Guilty","Guilty",10,NA,2,12,NA,0
"Female","36-45","Post-graduate work","Native American","Very religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,NA,1,12,NA,NA
"Male","26-35","High school graduate",NA,"Religious","$40,000 - $49,999","Employed part time","Guilty","Undecided",11,1,NA,11,1,NA
"Male","46-55","Post-graduate work","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",9,3,NA,11,1,NA
"Female","46-55","College graduate","Native American","Very religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",9,3,NA,11,1,NA
"Female","46-55","High school graduate","White/Caucasian","Religious","$20,000 - $29,999","Employed full time","Not Guilty","Undecided",10,2,NA,11,1,NA
"Male","46-55","High school graduate","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",9,3,NA,11,NA,1
NA,NA,"Less than high school","Nonwhite/Hispanic","Somewhat non-religious","$40,000 - $49,999","Student","Guilty","Guilty",9,3,NA,11,1,NA
"Male","36-45","Some college","Nonwhite/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Guilty",9,3,NA,11,1,NA
"Female","26-35","College graduate","White/Hispanic","Neither","Over $75,000","Employed full time","Guilty","Guilty",9,3,NA,11,1,NA
"Male","36-45","Some college","White/Caucasian","Neither","$40,000 - $49,999","Employed full time","Not Guilty","Not Guilty",9,3,NA,11,1,NA
"Female","46-55","Some college","White/Hispanic","Neither","Over $75,000","Student","Guilty",NA,9,3,0,NA,NA,NA
"Female","36-45","Some college","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",9,3,NA,11,1,NA
"Male","56-65","Some college","White/Hispanic","Neither","Over $75,000","Employed full time","Guilty","Guilty",9,3,NA,11,1,NA
"Female","18-25","College graduate","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Self-employed","Not Guilty","Not Guilty",7,9,1,0,12,0
"Female",NA,"Some college","Black/African American","Neither","Under $10,000","Student","Not Guilty","Not Guilty",2,9,1,NA,12,NA
"Male","26-35","Some college","White/Caucasian","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",2,9,1,NA,12,NA
"Male","36-45","Some college","White/Caucasian","Religious","$20,000 - $29,999","Employed full time","Guilty","Not Guilty",2,9,1,NA,12,NA
"Female","18-25","Some college","Nonwhite/Hispanic","Religious","$10,000 - $19,999","Unemployed, and a student","Guilty","Not Guilty",2,9,1,0,12,0
"Male","18-25","High school graduate","White/Caucasian","Religious","$20,000 - $29,999","Employed full time","Not Guilty",NA,2,9,1,NA,12,NA
NA,"46-55","College graduate","Black/African American","Very religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",2,9,1,NA,12,NA
"Female","26-35","College graduate","White/Caucasian","Neither","$50,000 - $75,000","Employed full time","Undecided","Not Guilty",9,2,1,NA,12,NA
"Male","Over 65","Post-graduate work","White/Hispanic","Very non-religious","Over $75,000","Student","Not Guilty","Not Guilty",1,10,1,NA,12,NA
"Female","56-65","College graduate","White/Hispanic","Very religious","Over $75,000","Student","Not Guilty","Not Guilty",2,9,1,NA,12,NA
"Male","46-55","High school graduate","White/Hispanic","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",2,9,1,0,12,NA
"Female","46-55","Post-graduate work","White/Hispanic","Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",2,9,1,NA,12,NA
"Female","36-45","Less than high school","White/Hispanic","Neither","$20,000 - $29,999","Employed full time","Guilty","Guilty",11,1,NA,12,NA,NA
"Male","56-65","Some college","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",11,1,NA,12,NA,NA
"Male","46-55","Post-graduate work","White/Caucasian","Very non-religious","Over $75,000","Employed full time","Guilty","Guilty",11,1,NA,12,NA,NA
"Female","36-45","College graduate","White/Hispanic","Somewhat non-religious","$40,000 - $49,999","Employed full time","Not Guilty","Guilty",11,1,NA,12,0,NA
"Male","46-55","Post-graduate work","White/Hispanic","Very religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",11,1,NA,12,0,NA
"Female","18-25","College graduate","Native American","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",NA,1,0,12,0,0
"Female","46-55","Some college","White/Hispanic","Religious","$50,000 - $75,000","Homemaker","Guilty","Guilty",11,1,NA,12,NA,NA
"Male","46-55","Some college","Black/African American","Very religious",NA,"Employed full time","Guilty","Guilty",11,NA,NA,12,NA,NA
"Male","18-25","College graduate","Nonwhite/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty",NA,11,1,NA,12,0,NA
"Male","56-65","Some college","Black/African American","Very religious","$30,000 - $39,999","Employed part time","Guilty","Guilty",11,1,NA,12,NA,NA
"Female","46-55","Post-graduate work","White/Hispanic","Very non-religious","$40,000 - $49,999","Employed part time","Guilty","Guilty",11,NA,NA,12,NA,NA
"Female","26-35","Some college","Nonwhite/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,1,NA,12,NA,NA
"Male","26-35","High school graduate","Nonwhite/Hispanic","Religious","$40,000 - $49,999","Employed full time","Undecided","Not Guilty",NA,NA,NA,NA,NA,NA
"Male","26-35","High school graduate","Nonwhite/Hispanic","Neither","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",1,11,NA,0,12,NA
"Female","26-35","Some college","Black/African American","Religious","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",1,11,0,0,12,0
"Female","26-35","College graduate","Native American","Religious","$30,000 - $39,999","Employed full time","Undecided",NA,NA,NA,NA,NA,NA,NA
"Male","18-25","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed part time","Not Guilty",NA,NA,NA,NA,NA,NA,NA
"Female","26-35","College graduate","Black/African American","Neither","$20,000 - $29,999","Employed full time","Not Guilty",NA,NA,NA,NA,NA,12,NA
"Female","18-25","Some college","Nonwhite/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Undecided","Not Guilty",7,10,NA,2,10,NA
"Female","46-55","High school graduate","Black/African American",NA,"$30,000 - $39,999","Employed full time",NA,NA,NA,NA,1,NA,0,NA
"Male","18-25","Some college","Nonwhite/Hispanic","Religious","$10,000 - $19,999","Employed full time","Guilty","Guilty",NA,NA,NA,NA,NA,NA
"Female","56-65","College graduate","White/Hispanic","Very non-religious","$50,000 - $75,000","Student","Guilty",NA,1,11,NA,NA,12,NA
"Male",NA,"High school graduate","White/Caucasian","Religious","$50,000 - $75,000","Employed full time","Undecided",NA,NA,NA,NA,NA,NA,NA
"Male","46-55","College graduate","Native American","Religious","$40,000 - $49,999","Employed full time",NA,NA,NA,NA,0,NA,NA,NA
"Male","26-35","High school graduate","White/Caucasian","Somewhat non-religious","$30,000 - $39,999","Unemployed, and a student","Undecided",NA,12,NA,NA,NA,12,NA
"Female","26-35","Post-graduate work","Native American","Neither","$50,000 - $75,000","Employed full time","Guilty","Guilty",10,2,NA,12,0,NA
"Male","26-35","Some college","White/Caucasian","Religious","Over $75,000","Employed part time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Male","26-35","College graduate","White/Hispanic","Somewhat non-religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",NA,12,NA,NA,12,NA
"Female","46-55","College graduate","Native American","Very religious","$50,000 - $75,000","Employed full time","Guilty",NA,12,NA,1,NA,NA,1
NA,NA,NA,NA,NA,NA,NA,"Guilty","Not Guilty",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,"Undecided",NA,10,1,1,12,NA,NA
"Male","36-45","College graduate","White/Caucasian",NA,"$50,000 - $75,000","Employed full time","Guilty",NA,12,NA,NA,12,NA,NA
"Female","36-45","Some college","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",NA,NA,3,12,NA,NA
"Male","36-45","College graduate","Native American","Very religious","$40,000 - $49,999","Employed full time","Not Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","36-45","College graduate","White/Caucasian",NA,NA,"Employed full time","Guilty","Guilty",10,2,0,12,0,0
"Male","36-45","Some college","Nonwhite/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",11,1,NA,12,NA,NA
"Male","26-35","Some college","Native American","Religious","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",11,1,NA,NA,12,NA
"Male","Over 65","Less than high school","White/Caucasian","Religious","$20,000 - $29,999","Student","Not Guilty","Not Guilty",NA,11,NA,NA,12,NA
"Female","26-35","College graduate","White/Caucasian","Very religious","$20,000 - $29,999","Employed part time","Not Guilty","Not Guilty",1,NA,NA,NA,NA,NA
"Male","26-35","College graduate","Native American","Somewhat non-religious","$50,000 - $75,000","Employed full time","Guilty","Not Guilty",NA,NA,0,NA,NA,0
"Female","56-65","Some college",NA,"Religious","Over $75,000","Employed full time","Not Guilty","Not Guilty",1,11,NA,NA,12,NA
NA,"56-65","Post-graduate work","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",1,11,NA,0,12,NA
"Female","26-35","Post-graduate work","White/Hispanic","Religious","$30,000 - $39,999","Employed full time","Not Guilty","Not Guilty",1,11,NA,0,12,NA
"Male","18-25","High school graduate","Nonwhite/Hispanic","Religious",NA,"Unemployed, and a student","Not Guilty","Not Guilty",1,11,NA,1,12,NA
"Male","Over 65","Less than high school","White/Hispanic","Religious","$20,000 - $29,999",NA,"Undecided","Not Guilty",1,11,NA,NA,12,NA
"Male","26-35","Some college","Nonwhite/Hispanic","Religious","$50,000 - $75,000","Employed full time","Not Guilty","Not Guilty",1,11,NA,NA,12,NA
"Male","46-55","Some college","Nonwhite/Hispanic","Religious",NA,"Employed full time","Not Guilty","Not Guilty",1,11,NA,NA,12,NA
"Male","26-35","High school graduate","Black/African American","Somewhat non-religious","$40,000 - $49,999","Employed full time","Undecided","Guilty",NA,3,NA,1,NA,NA
"Male","26-35","Some college","White/Hispanic","Neither","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,1,NA,12,0,NA
"Male","26-35","College graduate","White/Hispanic","Somewhat non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",11,0,1,12,NA,NA
"Female","36-45","Some college","Black/African American","Religious","$30,000 - $39,999","Employed full time","Guilty","Guilty",NA,NA,1,NA,NA,NA
"Female","56-65","High school graduate",NA,"Religious",NA,"Employed full time",NA,NA,NA,NA,NA,NA,NA,NA
"Female","26-35","Some college","Black/African American","Religious","$10,000 - $19,999","Homemaker",NA,NA,11,1,NA,NA,NA,NA
"Male","56-65","Some college","White/Caucasian",NA,"$50,000 - $75,000","Employed full time","Undecided",NA,11,1,NA,12,0,NA
"Female","26-35","College graduate","Black/African American","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,1,NA,12,NA,NA
"Female","18-25","College graduate","Native American","Somewhat non-religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",11,1,0,12,0,0
"Male",NA,"Less than high school","Nonwhite/Hispanic","Religious",NA,"Employed full time","Guilty","Guilty",NA,NA,NA,NA,12,NA
"Male","46-55","Post-graduate work","Black/African American","Somewhat non-religious","Over $75,000","Employed full time","Guilty","Guilty",11,1,NA,12,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Male","36-45","Some college","Black/African American","Somewhat non-religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Female","46-55","High school graduate","Nonwhite/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",9,NA,3,12,NA,NA
"Male","56-65","High school graduate","White/Hispanic","Very religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",7,NA,5,12,NA,NA
"Female","26-35","Some college","Native American","Neither","$10,000 - $19,999","Employed part time","Guilty","Guilty",10,NA,2,12,NA,NA
"Female","46-55","Some college","White/Hispanic","Very non-religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",10,NA,2,12,NA,NA
"Male","18-25","High school graduate","Nonwhite/Hispanic","Religious","$40,000 - $49,999","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Male","46-55","College graduate","White/Hispanic","Religious","Over $75,000","Employed full time","Guilty","Guilty",12,NA,NA,12,NA,NA
"Male","36-45","Post-graduate work","White/Caucasian","Religious","$50,000 - $75,000","Employed full time","Guilty","Guilty",12,0,0,12,0,0
"Female","26-35","Some college","White/Hispanic","Somewhat non-religious","$10,000 - $19,999","Employed full time","Guilty","Guilty",10,0,2,12,0,0
"Male","26-35","Some college","Black/African American","Religious","Over $75,000","Employed full time","Undecided","Guilty",NA,NA,NA,12,NA,NA
"Female","26-35","College graduate","Nonwhite/Hispanic","Religious","$20,000 - $29,999","Employed full time","Guilty","Guilty",NA,NA,NA,NA,NA,NA
"Male","46-55","Less than high school","White/Hispanic","Very non-religious","$20,000 - $29,999","Self-employed","Guilty","Guilty",10,NA,2,12,NA,NA
